Quantity,order_id,Item_ID,Price,date
1,24944,22,5.95,2019-07-03 15:20:00
1,24944,217,2.95,2019-07-03 15:20:00
1,24944,154,3.95,2019-07-03 15:20:00
1,24944,190,3.95,2019-07-03 15:20:00
1,24944,215,2.95,2019-07-03 15:20:00
1,24944,240,3.95,2019-07-03 15:20:00
1,24944,4,5.95,2019-07-03 15:20:00
1,24944,23,2.95,2019-07-03 15:20:00
1,24944,24,2.95,2019-07-03 15:20:00
1,24954,22,5.95,2019-07-03 20:39:00
1,24954,192,2.5,2019-07-03 20:39:00
1,24954,35,8.95,2019-07-03 20:39:00
1,24946,156,0.5,2019-07-03 18:22:00
1,24946,236,5.95,2019-07-03 18:22:00
1,24946,238,5.95,2019-07-03 18:22:00
1,24946,47,8.95,2019-07-03 18:22:00
1,24956,27,8.95,2019-07-03 21:46:00
1,24956,215,2.95,2019-07-03 21:46:00
1,24956,236,5.95,2019-07-03 21:46:00
1,24956,193,3.95,2019-07-03 21:46:00
1,24950,190,3.95,2019-07-03 19:57:00
1,24950,54,8.95,2019-07-03 19:57:00
1,24950,33,9.95,2019-07-03 19:57:00
1,24950,99,2.95,2019-07-03 19:57:00
1,24950,221,4.95,2019-07-03 19:57:00
1,24950,193,3.95,2019-07-03 19:57:00
1,24950,50,10.95,2019-07-03 19:57:00
1,24950,204,2.95,2019-07-03 19:57:00
1,24950,150,9.95,2019-07-03 19:57:00
1,24942,192,2.5,2019-07-03 11:21:00
1,24942,12,8.95,2019-07-03 11:21:00
1,24948,192,2.5,2019-07-03 18:50:00
1,24948,99,2.95,2019-07-03 18:50:00
3,24948,111,3.95,2019-07-03 18:50:00
1,24948,46,9.95,2019-07-03 18:50:00
1,24948,143,9.95,2019-07-03 18:50:00
2,24948,65,8.95,2019-07-03 18:50:00
1,24949,192,2.5,2019-07-03 19:00:00
1,24949,244,3.95,2019-07-03 19:00:00
1,24949,57,8.95,2019-07-03 19:00:00
1,24949,180,5.95,2019-07-03 19:00:00
1,24949,88,8.95,2019-07-03 19:00:00
1,24940,178,3.95,2019-07-03 02:21:00
1,24943,178,3.95,2019-07-03 15:06:00
1,24943,158,7.95,2019-07-03 15:06:00
1,24943,66,11.95,2019-07-03 15:06:00
1,24943,67,7.95,2019-07-03 15:06:00
2,24943,65,8.95,2019-07-03 15:06:00
2,24943,68,8.95,2019-07-03 15:06:00
1,24941,278,3.95,2019-07-03 02:24:00
1,24945,278,3.95,2019-07-03 15:29:00
1,24945,170,4.95,2019-07-03 15:29:00
1,24945,126,4.95,2019-07-03 15:29:00
2,24947,117,5.95,2019-07-03 18:42:00
1,24947,133,9.95,2019-07-03 18:42:00
