Quantity,order_id,Item_ID,Price,date
1,24809,5,5.95,2019-06-27 22:38:00
1,24809,217,2.95,2019-06-27 22:38:00
1,24809,30,5.95,2019-06-27 22:38:00
1,24809,259,5.95,2019-06-27 22:38:00
1,24799,22,5.95,2019-06-27 18:04:00
1,24799,52,8.95,2019-06-27 18:04:00
1,24799,214,2.95,2019-06-27 18:04:00
1,24799,263,5.95,2019-06-27 18:04:00
1,24799,178,3.95,2019-06-27 18:04:00
1,24799,114,5.95,2019-06-27 18:04:00
1,24799,56,9.95,2019-06-27 18:04:00
1,24803,22,5.95,2019-06-27 19:00:00
1,24803,169,0.5,2019-06-27 19:00:00
1,24803,27,8.95,2019-06-27 19:00:00
1,24803,190,3.95,2019-06-27 19:00:00
1,24803,54,8.95,2019-06-27 19:00:00
2,24803,215,2.95,2019-06-27 19:00:00
1,24803,92,3.95,2019-06-27 19:00:00
1,24803,99,2.95,2019-06-27 19:00:00
1,24803,48,4.95,2019-06-27 19:00:00
1,24803,64,7.95,2019-06-27 19:00:00
1,24804,22,5.95,2019-06-27 19:40:00
1,24804,192,2.5,2019-06-27 19:40:00
1,24804,35,8.95,2019-06-27 19:40:00
1,24808,22,5.95,2019-06-27 21:33:00
1,24808,215,2.95,2019-06-27 21:33:00
1,24808,36,8.95,2019-06-27 21:33:00
1,24808,99,2.95,2019-06-27 21:33:00
1,24808,193,3.95,2019-06-27 21:33:00
1,24800,214,2.95,2019-06-27 18:08:00
1,24800,169,0.5,2019-06-27 18:08:00
3,24800,216,0.8,2019-06-27 18:08:00
1,24800,92,3.95,2019-06-27 18:08:00
1,24800,111,3.95,2019-06-27 18:08:00
1,24800,158,7.95,2019-06-27 18:08:00
1,24800,121,8.95,2019-06-27 18:08:00
1,24802,217,2.95,2019-06-27 18:29:00
1,24802,258,2.5,2019-06-27 18:29:00
1,24802,238,5.95,2019-06-27 18:29:00
1,24802,261,6.95,2019-06-27 18:29:00
1,24807,217,2.95,2019-06-27 21:04:00
1,24807,99,2.95,2019-06-27 21:04:00
1,24807,9,5.95,2019-06-27 21:04:00
1,24807,259,5.95,2019-06-27 21:04:00
1,24807,254,12.95,2019-06-27 21:04:00
1,24805,179,0.5,2019-06-27 20:18:00
1,24805,263,5.95,2019-06-27 20:18:00
1,24805,192,2.5,2019-06-27 20:18:00
1,24805,170,4.95,2019-06-27 20:18:00
1,24805,196,8.95,2019-06-27 20:18:00
1,24801,216,0.8,2019-06-27 18:09:00
1,24801,192,2.5,2019-06-27 18:09:00
1,24801,48,4.95,2019-06-27 18:09:00
1,24801,62,3.95,2019-06-27 18:09:00
1,24801,202,8.95,2019-06-27 18:09:00
1,24801,257,2.95,2019-06-27 18:09:00
1,24801,201,9.95,2019-06-27 18:09:00
1,24801,241,4.95,2019-06-27 18:09:00
5,24806,216,0.8,2019-06-27 20:27:00
1,24806,31,1.95,2019-06-27 20:27:00
1,24806,181,2.95,2019-06-27 20:27:00
1,24806,99,2.95,2019-06-27 20:27:00
1,24806,237,5.95,2019-06-27 20:27:00
1,24806,48,4.95,2019-06-27 20:27:00
1,24806,271,3.95,2019-06-27 20:27:00
1,24806,273,7.95,2019-06-27 20:27:00
1,24798,190,3.95,2019-06-27 17:54:00
1,24798,248,8.95,2019-06-27 17:54:00
1,24798,133,9.95,2019-06-27 17:54:00
1,24798,246,3.95,2019-06-27 17:54:00
